Ohio_STR;12/31/2015;GLOBAL LIQUIDITY RESERVE;;;INTERNATIONAL FUNDS;;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;12/31/2015;EAST WEST BANCORP INC.;;860,292.00;COMMON STOCK;20,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EASTMAN CHEMICAL CO.;;688,602.00;COMMON STOCK;10,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EBAY INC;;645,780.00;COMMON STOCK;23,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ECOLAB INC;;4,598,076.00;COMMON STOCK;40,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EDGEWELL PERSONAL CARE CO;;211,599.00;COMMON STOCK;2,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EDISON INTERNATIONAL;;1,563,144.00;COMMON STOCK;26,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EDWARDS LIFESCIENCES;;3,348,752.00;COMMON STOCK;42,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ELECTRONIC ARTS INC;;3,779,600.00;COMMON STOCK;55,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ELI LILLY & COMPANY;;1,878,998.00;COMMON STOCK;22,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EMC CORP;;1,058,016.00;COMMON STOCK;41,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ENDO INTL PLC;;287,734.00;COMMON STOCK;4,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ENDURANCE SPECIALTY;;1,247,805.00;COMMON STOCK;19,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ENERGIZER HOLDINGS, INC.;;684,606.00;COMMON STOCK;20,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ENTERGY CORP.;;1,148,448.00;COMMON STOCK;16,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EQUIFAX INC;;3,162,908.00;COMMON STOCK;28,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ESTEE LAUDER CO.;;1,100,750.00;COMMON STOCK;12,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EVEREST RE GROUP LTD.;;3,002,676.00;COMMON STOCK;16,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EVERSOURCE ENERGY;;148,103.00;COMMON STOCK;2,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EXELON CORP;;394,334.00;COMMON STOCK;14,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EXPEDIA GROUP INC;;360,470.00;COMMON STOCK;2,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EXPRESS SCRIPTS HOLDING CO;;1,206,258.00;COMMON STOCK;13,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;EXXON MOBIL CORPORATION;;11,637,935.00;COMMON STOCK;149,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;F5 NETWORKS INC;;2,200,992.00;COMMON STOCK;22,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FACEBOOK INC-A;;3,861,954.00;COMMON STOCK;36,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FACTSET RESEARCH SYSTEMS;;2,438,550.00;COMMON STOCK;15,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FEDERATED INVESTORS INC.-CL B;;593,055.00;COMMON STOCK;20,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FEDEX CORPORATION;;2,488,133.00;COMMON STOCK;16,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FIDELITY NATIONAL FINANCIAL;;1,643,358.00;COMMON STOCK;47,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FIDELITY NATIONAL INFORMATION;;3,629,940.00;COMMON STOCK;59,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FIFTH THIRD BANCORP;;806,010.00;COMMON STOCK;40,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FIREEYE INC;;1,007,964.00;COMMON STOCK;48,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FIRST HORIZON NATIONAL;;1,338,744.00;COMMON STOCK;92,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FIRST NIAGARA FINL G;;1,292,235.00;COMMON STOCK;119,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FIRST REPUBLIC BANK;;2,265,858.00;COMMON STOCK;34,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FISERV INC. WISCONSIN;;6,996,690.00;COMMON STOCK;76,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FLEETCOR TECH INC;;1,372,128.00;COMMON STOCK;9,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FOOT LOCKER INC;;2,499,456.00;COMMON STOCK;38,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FORD MOTOR COMPANY;;295,890.00;COMMON STOCK;21,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FORTINET INC;;1,807,860.00;COMMON STOCK;58,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;FORTUNE BRANDS HOME &;;94,350.00;COMMON STOCK;1,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GAMESTOP CORP.;;762,688.00;COMMON STOCK;27,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GARTNER INC;;1,242,590.00;COMMON STOCK;13,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GENERAL DYNAMICS CORP.;;4,738,920.00;COMMON STOCK;34,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GENERAL ELECTRIC CO;;4,454,450.00;COMMON STOCK;143,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GENERAL MILLS INC;;1,101,306.00;COMMON STOCK;19,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GENPACT LTD;;944,244.00;COMMON STOCK;37,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GENUINE PARTS CO;;343,560.00;COMMON STOCK;4,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GILEAD SCIENCES INC.;;4,502,955.00;COMMON STOCK;44,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GLOBAL PAYMENTS INC;;2,754,577.00;COMMON STOCK;42,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GOLAR LNG LTD;;214,744.00;COMMON STOCK;13,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GOLDMAN SACHS GROUP INC;;2,559,266.00;COMMON STOCK;14,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GOODYEAR T & R;;1,166,319.00;COMMON STOCK;35,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;GRAHAM HOLDINGS CO;;193,988.00;COMMON STOCK;400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HAIN CELESTIAL GROUP;;1,143,037.00;COMMON STOCK;28,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HALLIBURTON COMPANY;;541,236.00;COMMON STOCK;15,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HANESBRANDS INC;;4,234,977.00;COMMON STOCK;143,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HARTFORD FINL SERVICES;;2,581,524.00;COMMON STOCK;59,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HASBRO INC;;1,582,960.00;COMMON STOCK;23,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HCA HEALTHCARE INC;;3,604,679.00;COMMON STOCK;53,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HD SUPPLY HOLDINGS INC;;741,741.00;COMMON STOCK;24,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HEALTH NET INC;;1,506,120.00;COMMON STOCK;22,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HENRY (JACK) & ASSOCIATES;;1,358,244.00;COMMON STOCK;17,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HENRY SCHEIN INC;;3,211,257.00;COMMON STOCK;20,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HERSHEY COMPANY;;53,562.00;COMMON STOCK;600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HESS CORP.;;87,264.00;COMMON STOCK;1,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HEWLETT PACKARD ENTERPRISE;;4,560.00;COMMON STOCK;300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HEXCEL CORP;;1,170,540.00;COMMON STOCK;25,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HILL-ROM HOLDINGS INC;;1,105,380.00;COMMON STOCK;23,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HILTON WORLDWIDE HOLDINGS;;802,500.00;COMMON STOCK;37,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HOLLYFRONTIER CORP;;821,734.00;COMMON STOCK;20,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HOLOGIC INC.;;1,114,272.00;COMMON STOCK;28,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HOME DEPOT INC.;;6,665,400.00;COMMON STOCK;50,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HONEYWELL INTERNATIONAL INC;;1,025,343.00;COMMON STOCK;9,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HORMEL FOODS CORP;;2,309,136.00;COMMON STOCK;29,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HP INC;;2,368.00;COMMON STOCK;200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HUMANA INC.;;2,106,418.00;COMMON STOCK;11,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HUNTINGTON BANCSHARES;;1,874,670.00;COMMON STOCK;169,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;HUNTINGTON INGALLS;;1,141,650.00;COMMON STOCK;9,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;IAC/INTERACTIVE CORP;;1,471,225.00;COMMON STOCK;24,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ILLINOIS TOOL WORKS;;2,317,000.00;COMMON STOCK;25,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ILLUMINA INC.;;1,497,171.00;COMMON STOCK;7,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;IMS HEALTH HOLDINGS INC;;1,090,116.00;COMMON STOCK;42,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INCYTE CORP;;1,843,650.00;COMMON STOCK;17,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INGREDION INC;;555,872.00;COMMON STOCK;5,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INTEL CORP.;;1,846,520.00;COMMON STOCK;53,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INTERACTIVE BROKERS;;749,920.00;COMMON STOCK;17,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INTERCONTINENTAL EXCHANGE;;770,830.00;COMMON STOCK;3,008.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INTERNATL FLAVORS &;;1,483,536.00;COMMON STOCK;12,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INTERPUBLIC GROUP;;1,045,272.00;COMMON STOCK;44,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INTL BUS MACH CORP;;1,458,772.00;COMMON STOCK;10,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INTUIT INC.;;2,644,100.00;COMMON STOCK;27,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;INVESCO LTD;;1,027,836.00;COMMON STOCK;30,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;IPG PHOTONICS CORP;;329,892.00;COMMON STOCK;3,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;IQVIA HOLDING INC;;1,544,850.00;COMMON STOCK;22,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JABIL INC;;1,297,253.00;COMMON STOCK;55,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JARDEN CORP;;1,422,288.00;COMMON STOCK;24,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JETBLUE AIRWAYS CORP;;2,312,565.00;COMMON STOCK;102,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JM SMUCKER CO;;629,034.00;COMMON STOCK;5,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JOHNSON & JOHNSON;;5,033,280.00;COMMON STOCK;49,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JOHNSON CONTROLS;;38,268.00;COMMON STOCK;1,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JONES LANG LASALLE I;;2,365,928.00;COMMON STOCK;14,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JPMORGAN CHASE & CO.;;3,764,502.00;COMMON STOCK;57,012.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;JUNIPER NETWORKS INC;;601,680.00;COMMON STOCK;21,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KANSAS CITY SOUTHERN INDS;;253,878.00;COMMON STOCK;3,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KAR AUCTION SERVICES INC;;285,131.00;COMMON STOCK;7,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KBR INC;;717,408.00;COMMON STOCK;42,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KEURIG DR PEPPER INC;;4,641,360.00;COMMON STOCK;49,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KEYCORP;;291,499.00;COMMON STOCK;22,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KIMBERLY-CLARK CORP;;4,990,160.00;COMMON STOCK;39,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KLA-TENCOR CORP.;;880,745.00;COMMON STOCK;12,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KOHLS CORP;;528,693.00;COMMON STOCK;11,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;KROGER CO.;;5,839,468.00;COMMON STOCK;139,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;L BRANDS INC;;4,120,260.00;COMMON STOCK;43,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;L3 TECHNOLOGIES INC;;167,314.00;COMMON STOCK;1,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LABORATORY CRP OF AMER;;717,112.00;COMMON STOCK;5,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LAM RESEARCH CORP;;2,009,326.00;COMMON STOCK;25,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LAZARD LTD CL. A;;2,160,480.00;COMMON STOCK;48,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LEAR CORP;;1,867,016.00;COMMON STOCK;15,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LEGG MASON INC.;;592,373.00;COMMON STOCK;15,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LEGGETT & PLATT INC;;2,294,292.00;COMMON STOCK;54,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LEIDOS HOLDINGS INC;;450,080.00;COMMON STOCK;8,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LENNAR CORPORATION;;391,280.00;COMMON STOCK;8,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LENNOX INTERNATIONAL INC.;;1,111,610.00;COMMON STOCK;8,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LEVEL 3 COMMUNICATIONS INC;;799,092.00;COMMON STOCK;14,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LIBERTY MEDIA GROUP A;;317,925.00;COMMON STOCK;8,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LIBERTY VENTURES SERIES A;;780,583.00;COMMON STOCK;17,304.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LIFEPOINT HEALTH INC.;;719,320.00;COMMON STOCK;9,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LINCOLN NATIONAL CORP;;1,738,996.00;COMMON STOCK;34,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LINKEDIN CORP-A;;990,352.00;COMMON STOCK;4,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LIONS GATE ENTERTAINMENT-A;;427,548.00;COMMON STOCK;13,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LKQ CORP;;385,190.00;COMMON STOCK;13,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LOCKHEED MARTIN;;6,883,655.00;COMMON STOCK;31,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LOWE'S COS;;4,281,052.00;COMMON STOCK;56,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LULULEMON ATHLETICA INC;;283,338.00;COMMON STOCK;5,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;LYONDELLBASELL IND-CL A;;4,597,010.00;COMMON STOCK;52,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;M&T BANK CORPORATION;;1,996,198.00;COMMON STOCK;16,473.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MACQUARIE INFRASTRUCTURE CO;;1,081,740.00;COMMON STOCK;14,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MADISON SQUARE GARDEN CO;;1,423,840.00;COMMON STOCK;8,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MALLINCKRODT PLC;;2,089,640.00;COMMON STOCK;28,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MANPOWERGROUP;;1,188,489.00;COMMON STOCK;14,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MARATHON PETROLEUM CORP;;1,415,232.00;COMMON STOCK;27,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MARKEL CORP;;4,240,080.00;COMMON STOCK;4,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MARRIOTT INT'L INC CL-A;;5,054,816.00;COMMON STOCK;75,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MARSH & MCLENNAN COS.;;5,744,620.00;COMMON STOCK;103,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MARTIN MARIETTA MATERIALS;;956,060.00;COMMON STOCK;7,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MASCO CORP.;;532,040.00;COMMON STOCK;18,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MASTERCARD INC-CLASS A;;1,781,688.00;COMMON STOCK;18,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;McCORMICK & CO;;607,476.00;COMMON STOCK;7,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MCKESSON CORP;;3,510,694.00;COMMON STOCK;17,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MEDIVATION INC;;1,029,642.00;COMMON STOCK;21,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MEDNAX INC;;315,304.00;COMMON STOCK;4,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MEDTRONIC INC;;1,630,704.00;COMMON STOCK;21,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MERCK & CO INC;;975,638.00;COMMON STOCK;18,471.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;METLIFE INC;;607,446.00;COMMON STOCK;12,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;METTLER-TOLEDO;;1,051,303.00;COMMON STOCK;3,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MICRON TECHNOLOGY INC;;1,323,960.00;COMMON STOCK;93,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MICROSOFT CORP.;;12,305,464.00;COMMON STOCK;221,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MIDDLEBY CORP;;647,220.00;COMMON STOCK;6,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MOHAWK INDUSTRIES INC.;;1,571,937.00;COMMON STOCK;8,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MONDELEZ INTERNATIONAL INC;;910,252.00;COMMON STOCK;20,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MONSTER BEVERAGE CORP NEW;;863,968.00;COMMON STOCK;5,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MOODY'S CORPORATION;;3,662,410.00;COMMON STOCK;36,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MORGAN STANLEY;;2,710,212.00;COMMON STOCK;85,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;MSCI INC-A;;1,305,553.00;COMMON STOCK;18,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NABORS INDUSTRIES LTD.;;575,276.00;COMMON STOCK;67,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NASDAQ INC;;2,600,199.00;COMMON STOCK;44,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NAVIENT CORP-WHEN DISTRIBUTE;;324,035.00;COMMON STOCK;28,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NETFLIX INC;;1,429,750.00;COMMON STOCK;12,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NEW YORK COMMUNITY BANCORP;;2,343,552.00;COMMON STOCK;143,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NEWELL BRANDS INC.;;4,425,632.00;COMMON STOCK;100,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NEWFIELD EXPLORATION;;1,064,712.00;COMMON STOCK;32,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NEWMARKET CORP;;723,387.00;COMMON STOCK;1,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NEWMONT MNG. CORP. HLDG CO;;395,780.00;COMMON STOCK;22,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NEXTERA ENERGY INC;;2,908,920.00;COMMON STOCK;28,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NIKE INC. -CL B;;1,900,000.00;COMMON STOCK;30,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NISOURCE INC;;1,588,114.00;COMMON STOCK;81,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NORDSTROM INC;;64,753.00;COMMON STOCK;1,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NORFOLK SOUTHERN CORP.;;465,245.00;COMMON STOCK;5,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NORTHERN TRUST CORP;;1,441,800.00;COMMON STOCK;20,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NORTHROP GRUMMAN CORP.;;7,080,375.00;COMMON STOCK;37,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NORTHSTAR ASSET MANAGEMENT;;6,070.00;COMMON STOCK;500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NORWEGIAN CRUISE LINE;;1,312,640.00;COMMON STOCK;22,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NU SKIN ENTERPRISES;;117,459.00;COMMON STOCK;3,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NUANCE COMMUNICATIONS;;358,020.00;COMMON STOCK;18,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NVIDIA CORP;;1,011,872.00;COMMON STOCK;30,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;NVR INC;;1,314,400.00;COMMON STOCK;800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;OCCIDENTAL PETROLEUM CORP.;;277,201.00;COMMON STOCK;4,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;OLD DOMINION FREIGHT LINE;;378,048.00;COMMON STOCK;6,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;OLD REPUBLIC INT'L CORP.;;942,678.00;COMMON STOCK;50,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;OMNICOM GROUP;;1,626,690.00;COMMON STOCK;21,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ON SEMICONDUCTOR COR;;228,340.00;COMMON STOCK;23,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;OPKO HEALTH INC;;1,156,755.00;COMMON STOCK;115,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ORACLE SYS. CORP.;;432,552.00;COMMON STOCK;11,841.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;ORBITAL ATK INC;;1,742,130.00;COMMON STOCK;19,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;O'REILLY AUTOMOTIVE INC.;;4,409,508.00;COMMON STOCK;17,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;OSHKOSH CORPORATION;;124,928.00;COMMON STOCK;3,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PACIFIC GAS & ELEC. CO.;;856,359.00;COMMON STOCK;16,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PALO ALTO NETWORKS INC;;4,174,518.00;COMMON STOCK;23,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PARTNERRE LTD;;2,263,788.00;COMMON STOCK;16,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PATTERSON COS INC;;641,982.00;COMMON STOCK;14,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PATTERSON-UTI ENERGY INC;;808,288.00;COMMON STOCK;53,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PAYCHEX INC;;1,930,485.00;COMMON STOCK;36,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PAYPAL HOLDINGS INC;;836,220.00;COMMON STOCK;23,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PEOPLE'S UNITED FINANCIAL INC;;1,067,515.00;COMMON STOCK;66,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PEPCO HOLDINGS INC.;;1,079,415.00;COMMON STOCK;41,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PEPSICO INC.;;2,820,742.00;COMMON STOCK;28,230.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PERKIN ELMER INC;;889,262.00;COMMON STOCK;16,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PFIZER INC.;;3,831,636.00;COMMON STOCK;118,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PHILIP MORRIS INTERNATIONAL;;606,579.00;COMMON STOCK;6,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2015;PHILLIPS 66;;1,764,917.00;COMMON STOCK;21,576.00;INTECH (Q);5IN;0
